TableName	ColumnName	DataType	max_length	is_nullable	IsPrimaryKey
PastMedicalHistoryLog	med_ObjectId	uniqueidentifier	16	0	NO
PastMedicalHistoryLog	med_DateAdded	datetime	8	0	NO
PastMedicalHistoryLog	med_AddedBy	uniqueidentifier	16	0	NO
PastMedicalHistoryLog	med_Transactionid	uniqueidentifier	16	0	NO
PastMedicalHistoryLog	med_Action	char	1	0	NO
PastMedicalHistoryLog	med_HideNegated	bit	1	0	NO
PatchCategory	pct_id	int	4	0	YES
PatchCategory	pct_description	nvarchar	510	0	NO
PatchingAudit	PatchAuditId	int	4	0	YES
PatchingAudit	Messages	varchar	-1	0	NO
PatchingAudit	InsertDateTime	datetime	8	0	NO
PatchingAudit	PatchSyntax	nvarchar	-1	1	NO
PatchInstallation	pns_id	int	4	0	YES
PatchInstallation	pns_pts_id	int	4	0	NO
PatchInstallation	pns_versiondisplay	nvarchar	400	0	NO
PatchInstallation	pns_dateinstalled	datetime	8	1	NO
PatchInstallation	pns_datedatasource	datetime	8	1	NO
PatchInstallation	pns_error	nvarchar	-1	1	NO
PatchLocale	pce_id	int	4	0	YES
PatchLocale	pce_pty_id	int	4	0	NO
PatchLocale	pce_locale	nvarchar	20	0	NO
PatchState	pts_id	int	4	0	YES
PatchState	pts_description	nvarchar	510	0	NO
PatchType	pty_id	int	4	0	YES
PatchType	pty_pct_id	int	4	0	NO
PatchType	pty_description	nvarchar	510	0	NO
Pathway	ppw_id	int	4	0	YES
Pathway	cpw_id	int	4	0	YES
Pathway	CarePathwayId	int	4	0	YES
Pathway	IsActive	bit	1	0	NO
Pathway	cpw_name	nvarchar	100	1	NO
Pathway	cpw_displayname	nvarchar	100	1	NO
Pathway	ForReviewDefaultId	int	4	0	NO
Pathway	DefaultReviewerUserId	uniqueidentifier	16	1	NO
Pathway	cpw_spe_id_subspecialty	int	4	0	NO
Pathway	cpw_use_id_leadclinician	uniqueidentifier	16	1	NO
Pathway	DefaultReviewerUserGroupId	uniqueidentifier	16	1	NO
Pathway	ClinicReviewerOverride	bit	1	0	NO
Pathway	cpw_col_id	int	4	0	NO
Pathway	cpw_active	bit	1	1	NO
PathwayAssessmentType	PathwayId	int	4	0	YES
PathwayAssessmentType	AssessmentTypeId	int	4	0	YES
PathwayAssessmentTypeLog	PathwayId	int	4	0	YES
PathwayAssessmentTypeLog	AssessmentTypeId	int	4	0	NO
PathwayAssessmentTypeLog	ObjectId	int	4	0	NO
PathwayAssessmentTypeLog	DateAdded	datetime	8	0	NO
PathwayAssessmentTypeLog	AddedBy	uniqueidentifier	16	0	NO
PathwayAssessmentTypeLog	TransactionId	uniqueidentifier	16	0	NO
PathwayAssessmentTypeLog	Action	char	1	0	NO
PathwayLog	CarePathwayId	int	4	0	YES
PathwayLog	IsActive	bit	1	0	NO
PathwayLog	ObjectId	int	4	0	NO
PathwayLog	DateAdded	datetime	8	0	NO
PathwayLog	AddedBy	uniqueidentifier	16	0	NO
PathwayLog	Transactionid	uniqueidentifier	16	0	NO
PathwayLog	Action	char	1	0	NO
PathwayLog	ForReviewDefaultId	int	4	0	NO
PathwayLog	DefaultReviewerUserId	uniqueidentifier	16	1	NO
PathwayLog	DefaultReviewerUserGroupId	uniqueidentifier	16	1	NO
PathwayLog	ClinicReviewerOverride	bit	1	0	NO
PathwayVersion	ppv_id	int	4	0	YES
PathwayVersion	Id	int	4	0	YES
PathwayVersion	StratificationSystemVersionId	int	4	0	NO
PathwayVersion	RiskScorePerEye	bit	1	0	NO
PathwayVersion	RedFlagsPlusFactors	bit	1	0	NO
PathwayVersion	GuidanceText	nvarchar	-1	1	NO
PathwayVersion	DateModified	datetime	8	0	NO
PathwayVersion	Active	bit	1	0	NO
PathwayVersionDischargeReason	pcd_ppv_id	int	4	0	YES
PathwayVersionDischargeReason	pcd_cdr_id	int	4	0	YES
PathwayVersionLog	Id	int	4	0	YES
PathwayVersionLog	ppv_id	int	4	0	YES
PathwayVersionLog	ppv_ObjectId	int	4	0	NO
PathwayVersionLog	ObjectId	int	4	0	NO
PathwayVersionLog	DateAdded	datetime	8	0	NO
PathwayVersionLog	ppv_DateAdded	datetime	8	0	NO
PathwayVersionLog	ppv_AddedBy	uniqueidentifier	16	0	NO
PathwayVersionLog	AddedBy	uniqueidentifier	16	0	NO
PathwayVersionLog	TransactionId	uniqueidentifier	16	0	NO
PathwayVersionLog	ppv_TransactionId	uniqueidentifier	16	0	NO
PathwayVersionLog	ppv_Action	char	1	0	NO
PathwayVersionLog	Action	char	1	0	NO
PathwayVersionLog	CarePathwayId	int	4	0	NO
PathwayVersionLog	ppv_versionEffectiveDate	datetime2	8	0	NO
PathwayVersionLog	ppv_ppw_id	int	4	0	NO
PathwayVersionLog	StratificationSystemVersionId	int	4	0	NO
PathwayVersionLog	RiskScorePerEye	bit	1	0	NO
PathwayVersionLog	ppv_cpw_id	int	4	0	NO
PathwayVersionLog	ppv_pcs_id	int	4	0	NO
PathwayVersionLog	RedFlagsPlusFactors	bit	1	0	NO
PathwayVersionLog	GuidanceText	nvarchar	-1	1	NO
PathwayVersionLog	ppv_use_id_responsible	uniqueidentifier	16	1	NO
PathwayVersionLog	ppv_comments	nvarchar	500	1	NO
PathwayVersionLog	DateModified	datetime	8	0	NO
PathwayVersionLog	Active	bit	1	0	NO
PathwayVersionLog	ppv_startDate	datetime	8	1	NO
PathwayVersionLog	ppv_dischargeDate	datetime	8	1	NO
PathwayVersionLog	ppv_dischargeComments	nvarchar	500	1	NO
PathwayVersionLog	ppv_rolledBack	bit	1	0	NO
PathwayVersionLog	ppv_use_id_editedBy	uniqueidentifier	16	0	NO
PathwayVersionLog	ppv_ect_id_editedFrom	uniqueidentifier	16	1	NO
PathwayVersionLog	ppv_ect_id_relatedWith	uniqueidentifier	16	1	NO
Patient	pcl_id	int	4	0	YES
patient	pat_id	uniqueidentifier	16	0	YES
Patient	Id	int	4	0	YES
Patient	PatientNumber	nvarchar	510	0	NO
Patient	pcl_pat_id	uniqueidentifier	16	0	NO
Patient	pcl_pnt_id	int	4	0	NO
patient	pat_initials	nvarchar	510	1	NO
Patient	Forename	nvarchar	510	0	NO
Patient	Surname	nvarchar	510	0	NO
patient	pat_forename	nvarchar	510	1	NO
Patient	pcl_patientNumber	varchar	50	1	NO
Patient	pcl_dateOfConsent	datetime	8	1	NO
patient	pat_title	nvarchar	510	1	NO
Patient	DateOfBirth	date	3	0	NO
patient	pat_suffix	nvarchar	510	1	NO
Patient	pcl_csw_id	int	4	0	NO
Patient	pcl_bod_id	int	4	1	NO
patient	pat_previoussurname	nvarchar	510	1	NO
patient	pat_requestedname	nvarchar	510	1	NO
Patient	pcl_comments	varchar	2000	1	NO
Patient	pcl_endDate	datetime	8	1	NO
Patient	pcl_lks_id	int	4	1	NO
patient	pat_dod	date	3	1	NO
patient	pat_lks_id_gender	int	4	1	NO
patient	pat_lks_id_ethnic	int	4	1	NO
patient	pat_lks_id_religion	int	4	1	NO
patient	pat_lks_id_language	int	4	1	NO
patient	pat_lks_id_marital	int	4	1	NO
patient	pat_deceased	tinyint	1	1	NO
patient	pat_occupation	nvarchar	510	1	NO
patient	pat_lastupdatedfromdemographicstore	datetime	8	1	NO
patient	pat_blb_id	uniqueidentifier	16	1	NO
patient	pat_lks_id_nationality	int	4	1	NO
patient	pat_source	int	4	0	NO
patient	pat_yearOfBirth	int	4	1	NO
patient	pat_anonymisedAddedBy	uniqueidentifier	16	1	NO
patientaddress	pad_id	uniqueidentifier	16	0	YES
patientaddresslog	pad_ObjectId	uniqueidentifier	16	0	NO
patientaddresslog	pad_id	int	4	0	YES
patientaddresslog	pad_pat_id	uniqueidentifier	16	0	NO
patientaddresslog	pad_address1	nvarchar	510	1	NO
patientaddresslog	pad_address2	nvarchar	510	1	NO
patientaddresslog	pad_address3	nvarchar	510	1	NO
patientaddresslog	pad_address4	nvarchar	510	1	NO
patientaddresslog	pad_address5	nvarchar	510	1	NO
patientaddresslog	pad_postcode	varchar	255	1	NO
patientaddresslog	pad_lks_id_type	int	4	0	NO
patientaddresslog	pad_DateAdded	datetime	8	0	NO
patientaddresslog	pad_AddedBy	uniqueidentifier	16	0	NO
patientaddresslog	pad_TransactionId	uniqueidentifier	16	0	NO
patientaddresslog	pad_Action	char	1	0	NO
patientalert	plt_id	int	4	0	YES
patientalert	plt_lks_id_alertcategory	int	4	0	NO
patientalert	plt_lks_id_alerttype	int	4	0	NO
patientalert	plt_dategenerated	datetime	8	0	NO
patientalert	plt_dateclosed	datetime	8	1	NO
patientalert	plt_message	varchar	1024	1	NO
patientalert	plt_bodypart	int	4	1	NO
patientalertlog	plt_ObjectId	int	4	0	NO
patientalertlog	plt_id	int	4	0	YES
patientalertlog	plt_pat_id	uniqueidentifier	16	0	NO
patientalertlog	plt_ect_id	uniqueidentifier	16	1	NO
patientalertlog	plt_lks_id_alertcategory	int	4	0	NO
patientalertlog	plt_lks_id_alerttype	int	4	0	NO
patientalertlog	plt_dategenerated	datetime	8	0	NO
patientalertlog	plt_dateclosed	datetime	8	1	NO
patientalertlog	plt_message	varchar	1024	1	NO
patientalertlog	plt_bodypart	int	4	1	NO
patientalertlog	plt_DateAdded	datetime	8	0	NO
patientalertlog	plt_AddedBy	uniqueidentifier	16	0	NO
patientalertlog	plt_TransactionId	uniqueidentifier	16	0	NO
patientalertlog	plt_Action	char	1	0	NO
PatientAlertUserAcknowledgement	auk_Id	int	4	0	YES
PatientAlertUserAcknowledgement	auk_plt_Id	int	4	0	NO
PatientAlertUserAcknowledgement	auk_DateTimeAcknowledged	datetime	8	0	NO
patientallergy	pll_id	int	4	0	NO
patientallergy	pll_pss_id	int	4	0	YES
patientallergy	pll_ect_id	uniqueidentifier	16	1	NO
patientallergy	pll_ReasonNotRecorded	nvarchar	510	1	NO
patientallergy	pll_StatusConfirmed	bit	1	1	NO
patientallergy	pll_StatusCheckedDateTime	datetime	8	1	NO
patientallergyitem	pal_id	int	4	0	YES
PatientAllergyItemDuplicateMedicationRemovalBackup	pal_id	int	4	0	YES
PatientAllergyItemDuplicateMedicationRemovalBackup	pal_pss_id	int	4	0	NO
PatientAllergyItemDuplicateMedicationRemovalBackup	pal_lks_id_allergytype	int	4	1	NO
PatientAllergyItemDuplicateMedicationRemovalBackup	pal_lks_id_status	int	4	1	NO
PatientAllergyItemDuplicateMedicationRemovalBackup	pal_substance	nvarchar	510	1	NO
PatientAllergyItemDuplicateMedicationRemovalBackup	pal_dmy_id	int	4	1	NO
PatientAllergyItemDuplicateMedicationRemovalBackup	pal_otherreactionsanddetails	nvarchar	510	1	NO
PatientAllergyItemDuplicateMedicationRemovalBackup	pal_dateupdated	datetime	8	1	NO
PatientAllergyItemDuplicateMedicationRemovalBackup	pal_use_id_recordedby	uniqueidentifier	16	1	NO
PatientAllergyItemDuplicateMedicationRemovalBackup	pal_lks_id_substance	int	4	1	NO
PatientAllergyItemDuplicateMedicationRemovalBackup	pal_dfy_id	int	4	1	NO
PatientAllergyItemDuplicateMedicationRemovalBackup	pal_oldpalid	int	4	1	NO
patientallergyitemhistory	pah_id	int	4	0	YES
patientallergyitemhistory	pah_lks_id_status	int	4	0	NO
patientallergyitemhistory	pah_changed	nvarchar	510	1	NO
patientallergyitemhistory	pah_use_id_recordedby	uniqueidentifier	16	1	NO
patientallergyitemhistory	pah_datechanged	datetime	8	1	NO
patientallergyitemlog	pal_ObjectId	int	4	0	NO
patientallergyitemlog	pal_id	int	4	0	YES
patientallergyitemlog	pal_pss_id	int	4	0	NO
patientallergyitemlog	pal_lks_id_allergytype	int	4	1	NO
patientallergyitemlog	pal_lks_id_status	int	4	1	NO
patientallergyitemlog	pal_substance	nvarchar	510	1	NO
patientallergyitemlog	pal_dmy_id	int	4	1	NO
patientallergyitemlog	pal_otherreactionsanddetails	nvarchar	510	1	NO
patientallergyitemlog	pal_dateupdated	datetime	8	1	NO
patientallergyitemlog	pal_use_id_recordedby	uniqueidentifier	16	1	NO
patientallergyitemlog	pal_lks_id_substance	int	4	1	NO
patientallergyitemlog	pal_dfy_id	int	4	1	NO
patientallergyitemlog	pal_oldpalid	int	4	1	NO
patientallergyitemlog	pal_DateAdded	datetime	8	0	NO
patientallergyitemlog	pal_AddedBy	uniqueidentifier	16	0	NO
patientallergyitemlog	pal_TransactionId	uniqueidentifier	16	0	NO
patientallergyitemlog	pal_Action	char	1	0	NO
patientallergyitemsource	pis_id	int	4	0	YES
patientallergyitemsource	pis_lks_id_source	int	4	0	NO
patientallergyitemsource	pis_othersource	nvarchar	510	1	NO
patientallergyitemsourcelog	pis_ObjectId	int	4	0	NO
patientallergyitemsourcelog	pis_id	int	4	0	YES
patientallergyitemsourcelog	pis_pal_id	int	4	0	NO
patientallergyitemsourcelog	pis_lks_id_source	int	4	0	NO
patientallergyitemsourcelog	pis_othersource	nvarchar	510	1	NO
patientallergyitemsourcelog	pis_DateAdded	datetime	8	0	NO
patientallergyitemsourcelog	pis_AddedBy	uniqueidentifier	16	0	NO
patientallergyitemsourcelog	pis_TransactionId	uniqueidentifier	16	0	NO
patientallergyitemsourcelog	pis_Action	char	1	0	NO
PatientCarePathwayExtractState	Id	int	4	0	YES
patientclinicalplan	pln_id	int	4	0	YES
patientclinicalplan	pln_ect_id_created	uniqueidentifier	16	1	NO
patientclinicalplan	pln_actiondate	datetime	8	1	NO
patientclinicalplan	pln_expiredate	datetime	8	1	NO
patientclinicalplan	pln_ect_id_actioned	uniqueidentifier	16	1	NO
patientclinicalplan	pln_act_id_actioned	uniqueidentifier	16	1	NO
patientclinicalplan	pln_cou_id	int	4	1	NO
patientclinicalplan	pln_comment	nvarchar	-1	1	NO
patientclinicalplan	pln_addedasdefault	bit	1	0	NO
patientclinicalplan_Backup_Patch508	pln_id	int	4	0	NO
patientclinicalplan_Backup_Patch508	pln_pat_id	uniqueidentifier	16	0	NO
patientclinicalplan_Backup_Patch508	pln_pit_id	int	4	1	NO
patientclinicalplan_Backup_Patch508	pln_use_id_added	uniqueidentifier	16	1	NO
patientclinicalplan_Backup_Patch508	pln_ect_id_created	uniqueidentifier	16	1	NO
patientclinicalplan_Backup_Patch508	pln_actiondate	datetime	8	1	NO
patientclinicalplan_Backup_Patch508	pln_expiredate	datetime	8	1	NO
patientclinicalplan_Backup_Patch508	pln_ect_id_actioned	uniqueidentifier	16	1	NO
patientclinicalplan_Backup_Patch508	pln_act_id_actioned	uniqueidentifier	16	1	NO
patientclinicalplan_Backup_Patch508	pln_cou_id	int	4	1	NO
patientclinicalplan_Backup_Patch508	pln_status	int	4	1	NO
patientclinicalplan_Backup_Patch508	pln_datecreated	datetime	8	1	NO
patientclinicalplan_Backup_Patch508	pln_comment	nvarchar	4000	1	NO
patientclinicalplan_Backup_Patch508	pln_versionid	uniqueidentifier	16	1	NO
patientclinicalplan_Backup_Patch508	pln_oldplnid	int	4	1	NO
patientclinicalplan_Backup_Patch508	pln_versiondate	datetime	8	1	NO
patientclinicalplan_Backup_Patch508	pln_versionfrom	int	4	0	NO
patientclinicalplan_Backup_Patch508	pln_versionto	int	4	0	NO
patientclinicalplan_Backup_Patch508	pln_addedasdefault	bit	1	0	NO
patientclinicalplan_Backup_Patch508	pln_ect_id_completed	uniqueidentifier	16	1	NO
patientclinicalplanhistory	plh_id	int	4	0	YES
patientclinicalplanhistory	plh_updatereason	varchar	255	1	NO
PatientClinicalPlanHistoryRemovalBackup	plh_id	int	4	0	YES
PatientClinicalPlanHistoryRemovalBackup	plh_pln_id	int	4	1	NO
PatientClinicalPlanHistoryRemovalBackup	plh_lks_id_status	int	4	1	NO
PatientClinicalPlanHistoryRemovalBackup	plh_use_id_updated	uniqueidentifier	16	1	NO
PatientClinicalPlanHistoryRemovalBackup	plh_dateupdated	datetime	8	1	NO
PatientClinicalPlanHistoryRemovalBackup	plh_loc_id	uniqueidentifier	16	1	NO
PatientClinicalPlanHistoryRemovalBackup	plh_updatereason	varchar	255	1	NO
PatientClinicalPlanHistoryRemovalBackup	plh_PatchVersion	varchar	256	0	NO
PatientClinicalPlanRemovalBackup	pln_id	int	4	0	YES
PatientClinicalPlanRemovalBackup	pln_use_id_added	uniqueidentifier	16	1	NO
PatientClinicalPlanRemovalBackup	pln_ect_id_created	uniqueidentifier	16	1	NO
PatientClinicalPlanRemovalBackup	pln_actiondate	datetime	8	1	NO
PatientClinicalPlanRemovalBackup	pln_expiredate	datetime	8	1	NO
PatientClinicalPlanRemovalBackup	pln_ect_id_actioned	uniqueidentifier	16	1	NO
PatientClinicalPlanRemovalBackup	pln_act_id_actioned	uniqueidentifier	16	1	NO
PatientClinicalPlanRemovalBackup	pln_cou_id	int	4	1	NO
PatientClinicalPlanRemovalBackup	pln_status	int	4	1	NO
PatientClinicalPlanRemovalBackup	pln_datecreated	datetime	8	1	NO
PatientClinicalPlanRemovalBackup	pln_comment	nvarchar	-1	1	NO
PatientClinicalPlanRemovalBackup	pln_versionid	uniqueidentifier	16	1	NO
PatientClinicalPlanRemovalBackup	pln_oldplnid	int	4	1	NO
PatientClinicalPlanRemovalBackup	pln_versiondate	datetime	8	0	NO
PatientClinicalPlanRemovalBackup	pln_versionfrom	int	4	0	NO
PatientClinicalPlanRemovalBackup	pln_versionto	int	4	0	NO
PatientClinicalPlanRemovalBackup	pln_addedasdefault	bit	1	0	NO
PatientClinicalPlanRemovalBackup	pln_ect_id_completed	uniqueidentifier	16	1	NO
PatientClinicalPlanRemovalBackup	pln_ppr_id	int	4	0	NO
PatientClinicalPlanRemovalBackup	pln_PatchVersion	varchar	256	0	NO
patientclinicalplanroot	ppr_id	int	4	0	YES
patientcontact	pco_id	uniqueidentifier	16	0	YES
patientcontact	pco_value	nvarchar	510	1	NO
patientcontact	pco_lks_id_contact	int	4	0	NO
patientcontact	pco_preferred	tinyint	1	0	NO
patientcontactlog	pco_ObjectId	uniqueidentifier	16	0	NO
patientcontactlog	pco_id	int	4	0	YES
patientcontactlog	pco_pat_id	uniqueidentifier	16	0	NO
patientcontactlog	pco_value	nvarchar	510	1	NO
patientcontactlog	pco_lks_id_contact	int	4	0	NO
patientcontactlog	pco_preferred	tinyint	1	0	NO
patientcontactlog	pco_DateAdded	datetime	8	0	NO
patientcontactlog	pco_AddedBy	uniqueidentifier	16	0	NO
patientcontactlog	pco_TransactionId	uniqueidentifier	16	0	NO
patientcontactlog	pco_Action	char	1	0	NO
PatientDeceasedRequest	RequestId	int	4	0	YES
PatientDeceasedRequest	IsPatientDeceased	bit	1	0	NO
PatientDeceasedRequest	DateOfDeath	date	3	1	NO
PatientDeceasedStatusHistory	Id	int	4	0	YES
PatientDeceasedStatusHistory	PatientDemographicStoreId	int	4	0	NO
PatientDeceasedStatusHistory	Deceased	bit	1	0	NO
PatientDeceasedStatusHistory	DateOfDeath	date	3	1	NO
PatientDeceasedStatusHistory	Source	int	4	0	NO
PatientDeceasedStatusHistory	UpdatedOn	datetime2	6	0	NO
patientdemographicstore	pdm_id	int	4	0	YES
patientdemographicstore	pdm_initials	nvarchar	510	1	NO
patientdemographicstore	pdm_title	nvarchar	510	1	NO
patientdemographicstore	pdm_suffix	nvarchar	510	1	NO
patientdemographicstore	pdm_previoussurname	nvarchar	510	1	NO
patientdemographicstore	pdm_requestedname	nvarchar	510	1	NO
patientdemographicstore	pdm_occupation	nvarchar	510	1	NO
patientdemographicstore	pdm_dod	date	3	1	NO
patientdemographicstore	pdm_deceased	tinyint	1	1	NO
patientdemographicstore	pdm_gender	nvarchar	510	1	NO
patientdemographicstore	pdm_ethnic	nvarchar	510	1	NO
patientdemographicstore	pdm_religion	nvarchar	510	1	NO
patientdemographicstore	pdm_language	varchar	255	1	NO
patientdemographicstore	pdm_marital	nvarchar	510	1	NO
patientdemographicstore	pdm_address1	nvarchar	510	1	NO
patientdemographicstore	pdm_address2	nvarchar	510	1	NO
patientdemographicstore	pdm_address3	nvarchar	510	1	NO
patientdemographicstore	pdm_address4	nvarchar	510	1	NO
patientdemographicstore	pdm_address5	nvarchar	510	1	NO
patientdemographicstore	pdm_phoneday	varchar	255	1	NO
patientdemographicstore	pdm_phoneevening	varchar	255	1	NO
patientdemographicstore	pdm_phonemobile	varchar	255	1	NO
patientdemographicstore	pdm_email	nvarchar	510	1	NO
patientdemographicstore	pdm_blb_id	uniqueidentifier	16	1	NO
patientdemographicstore	pdm_nationality	nvarchar	510	1	NO
patientdemographicstore	pdm_noksurname	nvarchar	510	1	NO
patientdemographicstore	pdm_nokinitials	nvarchar	510	1	NO
patientdemographicstore	pdm_nokforename	nvarchar	510	1	NO
patientdemographicstore	pdm_noktitle	nvarchar	510	1	NO
patientdemographicstore	pdm_nokrelation	nvarchar	510	1	NO
patientdemographicstore	pdm_nokaddress1	nvarchar	510	1	NO
patientdemographicstore	pdm_nokaddress2	nvarchar	510	1	NO
patientdemographicstore	pdm_nokaddress3	nvarchar	510	1	NO
patientdemographicstore	pdm_nokaddress4	nvarchar	510	1	NO
patientdemographicstore	pdm_nokaddress5	nvarchar	510	1	NO
patientdemographicstore	pdm_nokpostcode	varchar	255	1	NO
patientdemographicstore	pdm_nokphoneday	varchar	255	1	NO
patientdemographicstore	pdm_nokphoneevening	varchar	255	1	NO
patientdemographicstore	pdm_nokphonemobile	varchar	255	1	NO
patientdemographicstore	pdm_source	int	4	0	NO
patientdemographicstore	pdm_nokrelationothertext	nvarchar	510	1	NO
patientdemographicstore	pdm_yearOfBirth	int	4	1	NO
patientdemographicstore_bak_20200109	pdm_id	int	4	0	NO
patientdemographicstore_bak_20200109	pdm_surname	nvarchar	510	1	NO
patientdemographicstore_bak_20200109	pdm_initials	nvarchar	510	1	NO
patientdemographicstore_bak_20200109	pdm_forename	nvarchar	510	1	NO
patientdemographicstore_bak_20200109	pdm_title	nvarchar	510	1	NO
patientdemographicstore_bak_20200109	pdm_suffix	nvarchar	510	1	NO
patientdemographicstore_bak_20200109	pdm_previoussurname	nvarchar	510	1	NO
patientdemographicstore_bak_20200109	pdm_requestedname	nvarchar	510	1	NO
patientdemographicstore_bak_20200109	pdm_occupation	nvarchar	510	1	NO
patientdemographicstore_bak_20200109	pdm_dob	date	3	1	NO
patientdemographicstore_bak_20200109	pdm_dod	date	3	1	NO
patientdemographicstore_bak_20200109	pdm_deceased	tinyint	1	1	NO
patientdemographicstore_bak_20200109	pdm_gender	nvarchar	510	1	NO
patientdemographicstore_bak_20200109	pdm_ethnic	nvarchar	510	1	NO
patientdemographicstore_bak_20200109	pdm_religion	nvarchar	510	1	NO
patientdemographicstore_bak_20200109	pdm_language	varchar	255	1	NO
patientdemographicstore_bak_20200109	pdm_marital	nvarchar	510	1	NO
patientdemographicstore_bak_20200109	pdm_address1	nvarchar	510	1	NO
patientdemographicstore_bak_20200109	pdm_address2	nvarchar	510	1	NO
patientdemographicstore_bak_20200109	pdm_address3	nvarchar	510	1	NO
patientdemographicstore_bak_20200109	pdm_address4	nvarchar	510	1	NO
patientdemographicstore_bak_20200109	pdm_address5	nvarchar	510	1	NO
patientdemographicstore_bak_20200109	pdm_postcode	nvarchar	510	1	NO
patientdemographicstore_bak_20200109	pdm_phoneday	varchar	255	1	NO
patientdemographicstore_bak_20200109	pdm_phoneevening	varchar	255	1	NO
patientdemographicstore_bak_20200109	pdm_phonemobile	varchar	255	1	NO
patientdemographicstore_bak_20200109	pdm_email	nvarchar	510	1	NO
patientdemographicstore_bak_20200109	pdm_lastupdated	datetime	8	1	NO
patientdemographicstore_bak_20200109	pdm_pat_id	uniqueidentifier	16	1	NO
patientdemographicstore_bak_20200109	pdm_blb_id	uniqueidentifier	16	1	NO
patientdemographicstore_bak_20200109	pdm_nationality	nvarchar	510	1	NO
patientdemographicstore_bak_20200109	pdm_noksurname	nvarchar	510	1	NO
patientdemographicstore_bak_20200109	pdm_nokinitials	nvarchar	510	1	NO
patientdemographicstore_bak_20200109	pdm_nokforename	nvarchar	510	1	NO
patientdemographicstore_bak_20200109	pdm_noktitle	nvarchar	510	1	NO
patientdemographicstore_bak_20200109	pdm_nokrelation	nvarchar	510	1	NO
patientdemographicstore_bak_20200109	pdm_nokaddress1	nvarchar	510	1	NO
patientdemographicstore_bak_20200109	pdm_nokaddress2	nvarchar	510	1	NO
patientdemographicstore_bak_20200109	pdm_nokaddress3	nvarchar	510	1	NO
patientdemographicstore_bak_20200109	pdm_nokaddress4	nvarchar	510	1	NO
patientdemographicstore_bak_20200109	pdm_nokaddress5	nvarchar	510	1	NO
patientdemographicstore_bak_20200109	pdm_nokpostcode	varchar	255	1	NO
patientdemographicstore_bak_20200109	pdm_nokphoneday	varchar	255	1	NO
patientdemographicstore_bak_20200109	pdm_nokphoneevening	varchar	255	1	NO
patientdemographicstore_bak_20200109	pdm_nokphonemobile	varchar	255	1	NO
patientdemographicstore_bak_20200109	pdm_source	int	4	0	NO
patientdemographicstore_bak_20200109	pdm_isdeleted	bit	1	0	NO
patientdemographicstore_bak_20200109	pdm_nokrelationothertext	nvarchar	510	1	NO
patientdemographicstorenumber	pdn_id	int	4	0	YES
patientdemographicstorenumber	pdn_HospitalNumberSubtypeId	int	4	1	NO
PatientDemographicStoreNumber_Backup_183600	pdn_id	int	4	0	NO
PatientDemographicStoreNumber_Backup_183600	pdn_pdm_id	int	4	1	NO
PatientDemographicStoreNumber_Backup_183600	pdn_number	nvarchar	510	1	NO
PatientDemographicStoreNumber_Backup_183600	pdn_numberstatus	varchar	255	1	NO
PatientDemographicStoreNumber_Backup_183600	pdn_pnt_id	int	4	0	NO
PatientDemographicStoreNumber_Backup_183600	pdn_active	bit	1	0	NO
PatientDemographicStoreNumber_Backup_183600	pdn_HospitalNumberSubtypeId	int	4	1	NO
PatientDemographicStoreNumber_Backup_183600	InsertDateUtc	datetime2	8	1	NO
patientdemographicstorenumber_bak_20200109	pdn_id	int	4	0	NO
patientdemographicstorenumber_bak_20200109	pdn_pdm_id	int	4	1	NO
patientdemographicstorenumber_bak_20200109	pdn_number	nvarchar	510	1	NO
patientdemographicstorenumber_bak_20200109	pdn_numberstatus	varchar	255	1	NO
patientdemographicstorenumber_bak_20200109	pdn_pnt_id	int	4	0	NO
patientdemographicstorenumber_bak_20200109	pdn_active	bit	1	0	NO
patientdemographicstorepractitioner	dpr_id	int	4	0	YES
patientdemographicstorepractitioner	dpr_title	nvarchar	510	1	NO
patientdemographicstorepractitioner	dpr_forename	nvarchar	510	1	NO
patientdemographicstorepractitioner	dpr_surname	nvarchar	510	1	NO
patientdemographicstorepractitioner	dpr_address1	nvarchar	510	1	NO
patientdemographicstorepractitioner	dpr_address2	nvarchar	510	1	NO
patientdemographicstorepractitioner	dpr_address3	nvarchar	510	1	NO
patientdemographicstorepractitioner	dpr_address4	nvarchar	510	1	NO
patientdemographicstorepractitioner	dpr_address5	nvarchar	510	1	NO
patientdemographicstorepractitioner	dpr_postcode	nvarchar	510	1	NO
patientdemographicstorepractitioner	dpr_landlinephonenumber	nvarchar	510	1	NO
patientdemographicstorepractitioner	dpr_practicename	nvarchar	510	1	NO
patientdemographicstorepractitioner	dpr_addressname	nvarchar	510	1	NO
patientdemographicstorepractitioner	dpr_gender	nvarchar	510	1	NO
patientdemographicstorepractitioner	dpr_specialty	int	4	1	NO
patientdemographicstorepractitioner	dpr_ptt_id	int	4	0	NO
patientdemographicstorepractitioner	dpr_email	varchar	255	1	NO
patientdemographicstorepractitioner	dpr_mobilephonenumber	varchar	255	1	NO
patientdemographicstorepractitioner	dpr_faxnumber	varchar	255	1	NO
patientdemographicstorepractitioner	dpr_specialtyfreetext	varchar	255	1	NO
patientdemographicstorepractitioner	dpr_prd_PractitionerDataSourceId	int	4	1	NO
patientdiabetic	pdi_id	int	4	0	NO
patientdiabetic	pdi_pss_id	int	4	0	YES
patientdiabetic	pdi_lks_id_diabetictype	int	4	1	NO
